Event	Twet_ID	User_ID	Date	Orig_Tweet	Situational	Confidence	R1NR0
charliehebdo	553590459688570880	868112707	2015-01-09 16:33:45+00:00	Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl	1	0.880412968	1
charliehebdo	553588760060125185	16343974	2015-01-09 16:27:00+00:00	"#CharlieHebdo hostage freed in Dammartin - Kouachi brothers both killed, AFP reports http://t.co/7N7uvClhWY"	1	0.880412968	1
charliehebdo	553558982476828674	328967731	2015-01-09 14:28:40+00:00	"On Israeli TV, an Israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in Paris. #JeSuisJuif"	1	0.880433371	1
charliehebdo	552810448324943872	64643056	2015-01-07 12:54:16+00:00	"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"	2	0.820046192	1
charliehebdo	553484365012148225	428333	2015-01-09 09:32:10+00:00	"Operation underway in the Dammartin-en-Goele area, as police hunt Paris shooting suspects, French interior minister tells CNN affiliate."	1	0.880412968	1
charliehebdo	553502311872733184	16591979	2015-01-09 10:43:29+00:00	Field near printers has become a makeshift helicopter pad for airforce and gendarmerie Puma helicopters #charliehebdo http://t.co/O5VQOFpWlV	1	0.880412968	1
charliehebdo	552816600995614721	605283640	2015-01-07 13:18:43+00:00	#CharlieHebdo Stéphane Charbonnier and Jean Cabut died for freedom of press. May their bravery &amp; spirit live forever http://t.co/JBjJicdNbq	2	0.871865762	1
charliehebdo	552832817089236992	372502604	2015-01-07 14:23:09+00:00	Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M	1	0.880505562	1
charliehebdo	553476600985948160	380648579	2015-01-09 09:01:19+00:00	"#UPDATE: Car chase, hostage drama as Paris massacre suspects cornered http://t.co/G958ogOrXZ"	2	0.820090239	1
charliehebdo	552829386773516290	3108351	2015-01-07 14:09:31+00:00	Staff of #CharlieHebdo magazine were shot as they were in the midst of an editorial meeting. Latest updates: http://t.co/E0XArYscqK	1	0.880412968	1
charliehebdo	552794942759010304	868112707	2015-01-07 11:52:39+00:00	#CharlieHebdo - 11 dead including 2 police in Paris shooting. Photo: @MartinBureau1 #AFP http://t.co/xkczbYS82E	1	0.880500145	1
charliehebdo	553480702067736578	14173315	2015-01-09 09:17:37+00:00	Shots fired and hostages taken in a building east of Paris as police hunt #CharlieHebdo attackers http://t.co/GFdUI2rwlN	1	0.880412968	1
charliehebdo	553169307824177152	16973333	2015-01-08 12:40:15+00:00	Banksy's response to the #CharlieHebdo attack isn't by Banksy. But it is striking: http://t.co/mag1lJXzjL http://t.co/3TDPkGFxrx	2	0.820019036	1
charliehebdo	553543369604210689	747822822	2015-01-09 13:26:38+00:00	An 11-month old baby is among the hostages at the Kosher supermarket in Paris. Unbearably sad. http://t.co/yXXlHehst9	2	0.820090239	1
charliehebdo	553563668169125889	7587032	2015-01-09 14:47:17+00:00	French media say Paris hostage-taker demanding freedom of #CharlieHebdo suspects #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/MI7DYRuBDP	1	0.880412968	1
charliehebdo	552795585095671808	16887175	2015-01-07 11:55:12+00:00	Gunmen reportedly asked for victims by NAME before shooting them #CharlieHebdo. Live updates: http://t.co/w2A2CcyPkN http://t.co/150t62a5IN	1	0.880412968	1
charliehebdo	553184958958022657	14173315	2015-01-08 13:42:26+00:00	BREAKING: French police descend on town where gunmen resembling suspected #CharlieHebdo attackers hit gas station http://t.co/pEFLi4EjX0	2	0.820021156	1
charliehebdo	552805488631758849	428333	2015-01-07 12:34:33+00:00	"At least 12 killed in today's attack on satirical magazine #CharlieHebdo in Paris, official says. http://t.co/zUfxcG3Rfs"	1	0.880433371	1
charliehebdo	552815274848964608	16589206	2015-01-07 13:13:26+00:00	"11 just killed in Paris by ""Alu Akhbar"" shouting armed men in attack on satirical mag Charlie Hebdo. Background: http://t.co/MUf8ACNbVS"	1	0.880577879	1
charliehebdo	553586860334010368	1299769218	2015-01-09 16:19:27+00:00	#CharlieHebdo killers shot dead by police	1	0.880412968	1
charliehebdo	552805619301097472	16183458	2015-01-07 12:35:04+00:00	"now 13 dead at Charlie #Hebdo; gunmen show signs of military training; fled in black car, dumped it, hijacked another; set off for suburbs"	1	0.880505562	1
charliehebdo	553531130163773440	16973333	2015-01-09 12:38:00+00:00	BREAKING: Reports that an armed man has taken a hostage in eastern Paris in a third attack #ParisShooting http://t.co/f30TSVt1yN	1	0.880412968	1
charliehebdo	552804668951511041	221082507	2015-01-07 12:31:18+00:00	"Terrorist Attack #footage today, 11 dead in Paris @Charlie_Hebdo_ newspaper http://t.co/5sIQslHCeh"	1	0.880505562	1
charliehebdo	552806757672964097	15754281	2015-01-07 12:39:36+00:00	"UPDATE: 12 now confirmed dead in #CharlieHebdo attack in Paris, @AP is reporting. Story: http://t.co/Jfqmha1GdV (AP) http://t.co/vDCIFHIa9U"	1	0.880505562	1
charliehebdo	552806117328568321	34713362	2015-01-07 12:37:03+00:00	Paris is on the highest terrorist alert after 12 people were shot dead at the offices of a satirical weekly magazine. http://t.co/040PfC0If8	1	0.880433371	1
charliehebdo	553529935789559808	87818409	2015-01-09 12:33:15+00:00	Charlie Hebdo: AFP reports another shooting and hostage taken at grocery in eastern Paris – live updates http://t.co/hRyDuB5t0K	1	0.880412968	1
charliehebdo	552807210041212928	42467881	2015-01-07 12:41:24+00:00	#CharlieHebdo liveblog by @Independent says news director Charb in critical cond. AQ put price put his head in '13 http://t.co/kGVAxtzyt4	1	0.880433371	1
charliehebdo	552828658747187201	1362368612	2015-01-07 14:06:37+00:00	"BREAKING: French authorities say the two #CharlieHebdo terrorists are still ""armed and extremely dangerous."""	1	0.880538326	1
charliehebdo	553129559173115904	64643056	2015-01-08 10:02:18+00:00	UPDATE: Police officer shot outside Paris this morning dies http://t.co/OoALEHIyC4 #Montrouge http://t.co/OgAwuVq0rM	1	0.880412968	1
charliehebdo	552786099899494400	1367531	2015-01-07 11:17:31+00:00	BREAKING: Paris police say shots fired at satirical newspaper Charlie Hebdo; witness says multiple gunmen involved.	2	0.820019036	1
charliehebdo	553531971457265664	7587032	2015-01-09 12:41:20+00:00	Gunman in third shootout reportedly same man who killed police officer in this attack on Thurs http://t.co/BbPuxPz8Fk http://t.co/0ZviEoZLtN	2	0.820021156	1
charliehebdo	553489393202499584	14293310	2015-01-09 09:52:09+00:00	Paris Murder Suspects Cornered with Hostage http://t.co/yzHJi4Hw54	1	0.880412968	1
charliehebdo	553542442373619712	87416722	2015-01-09 13:22:57+00:00	Update - AFP reports at least two people killed after shooting at kosher grocery in eastern #Paris in which at least five were taken hostage	1	0.880547053	1
charliehebdo	552785375161499649	16973333	2015-01-07 11:14:38+00:00	BREAKING: 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo http://t.co/5F1DOwzoCQ	1	0.880505562	1
charliehebdo	553578029751226369	428333	2015-01-09 15:44:21+00:00	"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/7Bxdhozq4H http://t.co/0SmxqdDLrX"	1	0.880412968	1
charliehebdo	552788945017516032	20598137	2015-01-07 11:28:49+00:00	"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."	1	0.880433371	1
charliehebdo	552790742700417024	5402612	2015-01-07 11:35:58+00:00	Scene at Paris HQ of satirical magazine Charlie Hebdo - police confirm gunmen kill at least 10 http://t.co/t3gks9dapq http://t.co/bnD65c9hwF	1	0.880433371	1
charliehebdo	553475430897156096	64643056	2015-01-09 08:56:40+00:00	"DETAILS: Car chase in norhteastern France, hostages taken by #CharlieHebdo suspects http://t.co/G6eunBDIrj http://t.co/sWDOsIfEnP"	1	0.880412968	1
charliehebdo	553541988490825728	24506246	2015-01-09 13:21:09+00:00	BREAKING: At least two reportedly killed in hostage drama in Paris-area kosher synagogue http://t.co/PBs3sMwhLt	1	0.880433371	1
charliehebdo	552810138114195456	15438913	2015-01-07 12:53:02+00:00	Unconfirmed reports gunmen asked for people by name before killing editor and cartoonist http://t.co/26GC840I9k #CharlieHebdo	1	0.880412968	1
charliehebdo	552810804186460161	16973333	2015-01-07 12:55:41+00:00	#CharlieHebdo famous cartoonists Charb and Cabu shot dead according to reports http://t.co/4wugwxfVjj http://t.co/SblgDDXGiD	1	0.880412968	1
charliehebdo	553589606307090432	1652541	2015-01-09 16:30:21+00:00	BREAKING: Hostage taker at Kosher supermarket siege in eastern Paris dead: Le Monde http://t.co/MK4AastvZD	1	0.880412968	1
charliehebdo	553532980896231424	25049056	2015-01-09 12:45:21+00:00	#BREAKING - Hostage taken at kosher shop in #Paris by ‘suspect in police officer shooting' https://t.co/h1qXZG6GlP http://t.co/vpD5A5FYGi	1	0.880412968	1
charliehebdo	552790838015979520	87416722	2015-01-07 11:36:20+00:00	Update - 11 people dead at headquarters of French satirical weekly publication Charlie Hebdo after armed gunmen stormed the office in #Paris	1	0.880433371	1
charliehebdo	552815540721291265	460005853	2015-01-07 13:14:30+00:00	"Terrifying account. Attackers spoke perfect French, eyewitness says RT http://t.co/n1uLNlY9bf via @humanite_fr http://t.co/snAKGl1XkX"	2	0.820090239	1
charliehebdo	553559793940447234	385093141	2015-01-09 14:31:54+00:00	Israeli news is carrying a live interview with a woman whose niece is one of the hostages in #Paris. Niece is inside with a 6-month-old baby	1	0.712802176	1
charliehebdo	553587735613952001	501768982	2015-01-09 16:22:55+00:00	"#CharlieHebdo killers dead, confirmed by gendarmerie."	1	0.880412968	1
charliehebdo	553474965278691330	28785486	2015-01-09 08:54:49+00:00	BREAKING: French Interior minister: Suspects in Paris terror attack believed to be holding at least 1 hostage near Dammartin-en-Goele.	1	0.880433371	1
charliehebdo	553542565593878528	155899869	2015-01-09 13:23:26+00:00	"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow."""	2	0.878620216	1
charliehebdo	552822434639126528	14569869	2015-01-07 13:41:54+00:00	"""You tell the media it was al-Qaeda in Yemen"" - reported words of #CharlieHebdo attackers. Read more: http://t.co/qDPrycGtAR #c4news"	2	0.820046192	1
charliehebdo	553556844665659392	428333	2015-01-09 14:20:11+00:00	"Suspect in Montrouge killing also suspected in today's market standoff in Paris, source tells CNN affiliate BFMTV. http://t.co/7Bxdhozq4H"	1	0.880412968	1
charliehebdo	553513403512532992	5402612	2015-01-09 11:27:33+00:00	"Killing of policewoman in Paris linked to #CharlieHebdo killers, police tell French media after identifying suspect http://t.co/vMD7kvcrjr"	1	0.880412968	1
charliehebdo	553556643456507904	7587032	2015-01-09 14:19:23+00:00	Armed French Police At Trocadero In Paris http://t.co/ZpJZ7M5ns3	1	0.880412968	1
charliehebdo	552978099357237248	212369763	2015-01-08 00:00:27+00:00	"Most compelling image I've seen to come out of horrifying events in Paris, courtesy of Banksy. #JeSuisCharlie http://t.co/EKBfbRR3HT"	2	0.903209058	1
charliehebdo	553478289474740224	1994321	2015-01-09 09:08:01+00:00	"#BREAKING : 1 dead, several injured in shootout North-East of Paris (French radio @RTLFrance ) http://t.co/LdSF5QeCiv #CharlieHebdo"	1	0.880505562	1
charliehebdo	553534768537939968	271413771	2015-01-09 12:52:27+00:00	BREAKING: Another hostage situation developing in a Parisian Kosher supermarket http://t.co/f48bgredPb #CharlieHebdo http://t.co/nl4ipAXaHw	1	0.880412968	1
charliehebdo	553579224402235393	2097571	2015-01-09 15:49:06+00:00	"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU"	1	0.880412968	1
charliehebdo	553588374280601600	868112707	2015-01-09 16:25:28+00:00	Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/dbIE1GD3Cw	1	0.880412968	1
charliehebdo	553519375521951744	423662810	2015-01-09 11:51:17+00:00	BREAKING NEWS: PARIS SHOOTERS ARE IN CONFRONTATION WITH POLICE. HOSTAGES INVOLVED. #ParisShooting	2	0.820019036	1
charliehebdo	552834961762709505	64643056	2015-01-07 14:31:40+00:00	Paris Manhunt: 3 #CharlieHebdo attackers with AK-47 rifles &amp; reportedly rocket-propelled grenade still at large http://t.co/3Jsosc7yl3	1	0.880505562	1
charliehebdo	553552293371871233	5402612	2015-01-09 14:02:05+00:00	Police officer at scene of Paris hostage situation tells the BBC two people are confirmed to have died http://t.co/0wLOuy8soe	1	0.880505562	1
charliehebdo	553576849943826432	1367531	2015-01-09 15:39:40+00:00	Gunman at Paris grocery store threatens to kill hostages if police storm the #CharlieHebdo brothers. http://t.co/EBbK7ny8Cx	1	0.880412968	1
charliehebdo	553551598954491904	51241574	2015-01-09 13:59:20+00:00	MORE: Police official: Hostage-taker at Paris market appears linked to newspaper attack suspects: http://t.co/RHLq7ZcHkE	1	0.880412968	1
charliehebdo	553467311261503488	95148130	2015-01-09 08:24:24+00:00	Reports of shooting at Dammartin en Goele on route N2 north east of Paris - French media says car chase under way	1	0.880412968	1
charliehebdo	553197863971610624	16973333	2015-01-08 14:33:43+00:00	The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC	1	0.70275889	1
charliehebdo	552956517197303810	256009120	2015-01-07 22:34:41+00:00	This is trending on French twitter #MouradHamydInnocent started by classmates who say Mourad was in class when #CharlieHebdo attack happened	2	0.820021156	1
charliehebdo	552845136414380032	16012783	2015-01-07 15:12:06+00:00	"Eyewitness: terrorists said, “Tell the media that this is al Qaeda in the Yemen” before attacking #CharlieHebdo http://t.co/dTaPFkFr5F"	1	0.880412968	1
charliehebdo	553167814941761538	16973333	2015-01-08 12:34:19+00:00	Banksy's response to the Charlie Hebdo attack is striking. But it isn't by Banksy http://t.co/LQNdK2Qkge http://t.co/cWhJZOLLhr	2	0.820019036	1
charliehebdo	553198972287082497	3108351	2015-01-08 14:38:07+00:00	French officials say one of the alleged gunman left ID in getaway car after #CharlieHebdo attack http://t.co/9c5VpoFxJI	1	0.880505562	1
charliehebdo	553574345235103746	28785486	2015-01-09 15:29:43+00:00	"UPDATE: Two hostage situations in France are linked, Paris prosecutor says: http://t.co/CoH7zjBeax http://t.co/7XgjKRDq4u"	1	0.880505562	1
charliehebdo	553137946740932608	64643056	2015-01-08 10:35:37+00:00	"URGENT: #CharlieHebdo suspects located in Aisne, northern France - reports via @le_Parisien http://t.co/MHmEQPX2D6 http://t.co/8kSi0WaQBG"	1	0.880412968	1
charliehebdo	553537537126694912	87818409	2015-01-09 13:03:27+00:00	AFP reporting at least five hostages have been taken at kosher shop in Paris - live http://t.co/hRxscrV6yW #CharlieHebdo	1	0.880505562	1
charliehebdo	553591259672379392	87416722	2015-01-09 16:36:56+00:00	Update - PA: gunman holding hostages in #Paris grocery has been killed	1	0.880412968	1
charliehebdo	553556984273072128	292777349	2015-01-09 14:20:44+00:00	"UPDATE: Security alert in Trocadero near the Eiffel Tower in Paris appears to be ""false alarm""."	2	0.908630921	1
charliehebdo	553590835850514433	7587032	2015-01-09 16:35:15+00:00	"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"	1	0.880412968	1
charliehebdo	553470977972375553	16973333	2015-01-09 08:38:58+00:00	"BREAKING: Reports of shots fired, hostages taken in town Northeast of Paris http://t.co/f30TSVt1yN http://t.co/jeuTP0IOZg"	1	0.880412968	1
charliehebdo	553532980871053312	1994321	2015-01-09 12:45:21+00:00	#BREAKING - Hostage taken at kosher shop in #Paris by ‘suspect in police officer shooting' https://t.co/4yt6nafpIg http://t.co/f9N8Bjn68I	1	0.880412968	1
charliehebdo	553176753297162240	2097571	2015-01-08 13:09:50+00:00	BREAKING: Police search northern France gas station local media says was allegedly robbed by #CharlieHebdo suspects. http://t.co/BTqdPhZdL9	1	0.880412968	1
charliehebdo	553535467065712640	51241574	2015-01-09 12:55:14+00:00	BREAKING: Paris prosecutor: Gunman with hostages in kosher market in eastern Paris; police SWAT on scene.	1	0.880412968	1
charliehebdo	552799591255384065	148653311	2015-01-07 12:11:07+00:00	"New vid of Paris attack on #CharlieHebdo filmed by a witness. Gunmen on street shout ""Allahu Akbar"" http://t.co/TaZEDtGFlW @akhbar"	1	0.880412968	1
charliehebdo	553590529548886016	19038934	2015-01-09 16:34:02+00:00	Hostage-taker at kosher market in #Paris said to be killed. Mayor confirms 2 brothers killed at separate hostage-taking. #CharlieHebdo	1	0.880505562	1
charliehebdo	552806309540528128	21749564	2015-01-07 12:37:49+00:00	“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”	1	0.880412968	1
charliehebdo	553466230989144064	243318995	2015-01-09 08:20:07+00:00	#BREAKING HOSTAGES TAKEN AT A BUSINESS IN DAMMARTIN-EN-GOELE - RTL REPORTS #France http://t.co/aa3FJVho8K	1	0.880412968	1
charliehebdo	552982443511144448	2748686820	2015-01-08 00:17:43+00:00	"Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack, #JeSuisCharlie #IamCharlie #ParisShooting http://t.co/G8D3mixbjX"	1	0.880412968	1
charliehebdo	553487971497041920	5402612	2015-01-09 09:46:30+00:00	"Schools close, people told to stay indoors amid Dammartin-en-Goele #CharlieHebdo manhunt http://t.co/D8ZTxcCaK5 http://t.co/juVYYleAJ4"	1	0.880412968	1
charliehebdo	552790875492073472	16343974	2015-01-07 11:36:29+00:00	"10 people confirmed dead in Paris attack - rocket launcher used in assault, according to reports http://t.co/7N7uvClhWY"	1	0.880505562	1
charliehebdo	553536236493615104	3108351	2015-01-09 12:58:17+00:00	Breaking: Armed man linked to Charlie Hebdo suspects takes hostages at kosher grocery store in east Paris http://t.co/t1SKHe7p2y	1	0.880412968	1
charliehebdo	553589372084162560	1994321	2015-01-09 16:29:26+00:00	Killed Charlie Hebdo suspects came out firing on security forces: source (AFP) http://t.co/f1Z7cBsBhu	1	0.880412968	1
charliehebdo	553589051044151296	868112707	2015-01-09 16:28:09+00:00	Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK	1	0.880412968	1
charliehebdo	553540739058376704	7587032	2015-01-09 13:16:11+00:00	Kosher restaurants closing across Paris. Schools nr latest incident locked down. #ParisAttacks http://t.co/8MdsGYsaOZ http://t.co/rObM6QtWIZ	1	0.880412968	1
charliehebdo	553531781690163201	15012486	2015-01-09 12:40:35+00:00	JUST IN: A separate shooting and hostage situation at a supermarket in eastern Paris has been reported ... developing	2	0.820019036	1
charliehebdo	553136604882014208	16343974	2015-01-08 10:30:18+00:00	‘Banksy' Instagram tribute to #CharlieHebdo victims not posted by artist http://t.co/EKlScFGWVu (Pic: Lucille Clerc) http://t.co/ZYEBaU8YUQ	2	0.820019036	1
charliehebdo	553535829017370625	1994321	2015-01-09 12:56:40+00:00	#BREAKING - At least five hostages in Paris kosher supermarket: (AFP) https://t.co/4yt6nafpIg #Vincennes http://t.co/Vnyhqye2ps	1	0.880505562	1
charliehebdo	552808620187217920	64643056	2015-01-07 12:47:00+00:00	PHOTO: Armed gunmen face police officers near #CharlieHebdo HQ in Paris http://t.co/3Jsosc7yl3 http://t.co/iOpVNO6Iq0	1	0.880412968	1
charliehebdo	553536397731442688	64643056	2015-01-09 12:58:56+00:00	MORE: At least 5 hostages are reported held by gunman in eastern Paris kosher grocery store http://t.co/cI8cztQjE6 http://t.co/sdCcVi7dcf	1	0.880505562	1
charliehebdo	553586978017775616	292777349	2015-01-09 16:19:55+00:00	BREAKING NEWS: Several hostages freed at Jewish supermarket in Paris: AFP	1	0.880412968	1
charliehebdo	553550301886955520	1652541	2015-01-09 13:54:11+00:00	"BREAKING: One person seriously wounded, six taken hostage in incident at kosher supermarket in Paris: police source"	1	0.934406105	1
charliehebdo	553530558614351873	1994321	2015-01-09 12:35:43+00:00	#BREAKING - One person has been injured in the shootout at kosher grocery store in Porte de #Vincennes http://t.co/uel0jveeWP	1	0.880505562	1
charliehebdo	552985855854661633	5402612	2015-01-08 00:31:16+00:00	"Suspects in #CharlieHebdo attack identified by police as Said Kouachi, Cherif Kouachi &amp; Hamyd Mourad http://t.co/kTtysbF7fX"	1	0.880412968	1
charliehebdo	552978184413921281	20159596	2015-01-08 00:00:47+00:00	#Banksy's take on #CharlieHebdo. #JeSuisCharlie #NousSommesCharlie http://t.co/f6Y07d9fJ1	1	0.880412968	1
charliehebdo	552802128688078848	14569869	2015-01-07 12:21:12+00:00	Twelve people confirmed dead in shooting at French satirical magazine Charlie Hebdo in Paris http://t.co/X6UWH7PFP1 http://t.co/TCWtE8nkpm	1	0.880433371	1
charliehebdo	552838551071911936	2467791	2015-01-07 14:45:56+00:00	"Officials say 3 gunmen carried out Charlie Hebdo shootings, France's bloodiest terrorist attack in nearly 2 decades. http://t.co/03Tiwniedk"	1	0.880500145	1
charliehebdo	553535862911541248	788524	2015-01-09 12:56:48+00:00	Paris: reports that man suspected of killing policewoman has 5 hostages at kosher supermarket http://t.co/ZuU5xaf25I http://t.co/DVYPLL3XbF	1	0.880505562	1
charliehebdo	553572740125712385	292777349	2015-01-09 15:23:20+00:00	BREAKING NEWS: Market gunman threatens to kill hostages if police storm terrorist brothers. -Paris police	1	0.880412968	1
charliehebdo	552791034447794176	64643056	2015-01-07 11:37:07+00:00	"BREAKING UPDATE: 11 dead, 10 wounded in Charlie Hebdo HQ shooting - Paris police http://t.co/Q27XnP3AS3"	1	0.880500145	1
charliehebdo	553529334892609536	64643056	2015-01-09 12:30:52+00:00	"BREAKING: Gunfire at store in Porte de Vincennes, eastern Paris - reports http://t.co/cI8cztQjE6"	1	0.880412968	1
charliehebdo	553190393370923008	2789038870	2015-01-08 14:04:02+00:00	"Powerful image, yes. But it was drawn by @lucilleclerc, not by Banksy. Details: http://t.co/J4WBazwZF7 #charliehebdo http://t.co/f3OEIDDj1K"	2	0.820019036	1
charliehebdo	553554351633858560	1250111466	2015-01-09 14:10:16+00:00	#BREAKING: Trocadero square in Paris is evacuated. Unconfirmed reports of a gunman there http://t.co/XWREHWQuxs	1	0.880412968	1
charliehebdo	553590653784195072	380648579	2015-01-09 16:34:31+00:00	#BREAKING Paris supermarket hostage-taker 'neutralised': security source	1	0.880412968	1
charliehebdo	553491540535156736	5402612	2015-01-09 10:00:41+00:00	#CharlieHebdo latest: - 2 gunmen believed holed up in building - reports of 1 hostage - Shots fired in car chase http://t.co/Xl5uwqHQta	1	0.880500145	1
charliehebdo	553580959661309952	51241574	2015-01-09 15:56:00+00:00	Paris gunman vows to kill 5 hostages if France storms printing plant with brothers accused of attacking newspaper: http://t.co/d2WXdK4XLG	1	0.880505562	1
charliehebdo	553589295525941248	16343974	2015-01-09 16:29:07+00:00	Reports that several hostages apparently freed at the #Paris kosher grocery http://t.co/7N7uvClhWY	1	0.880412968	1
charliehebdo	552808282398924800	152797988	2015-01-07 12:45:39+00:00	Those who killed 11 and injured scores at HQ of French satirical magazine #CharlieHebdo have done a huge disservice to Islam and Muslims	2	0.740149165	1
charliehebdo	552786016906383360	367709007	2015-01-07 11:17:11+00:00	BREAKING: Paris: 10 dead in attack on satirical paper that poked fun at Mohammed http://t.co/4qqVIjLP8A #CharlieHebdo http://t.co/kqQecEWknq	1	0.880577879	1
charliehebdo	553480082996879360	5402612	2015-01-09 09:15:09+00:00	Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo	1	0.880412968	1
charliehebdo	553542235661553665	25049056	2015-01-09 13:22:07+00:00	#BREAKING - At least 2 dead in hostage standoff in Paris Kosher supermarket (AFP) http://t.co/OYSXRQ9xuv http://t.co/SQUsZcitcO	1	0.880412968	1
charliehebdo	553221600955621376	2779009591	2015-01-08 16:08:02+00:00	"Clarissa, 27 years old, police trainee of Montrouge Police in #France. Victim of this morning's attack. via @_batou_ http://t.co/kk0w0D6NNv"	1	0.880505562	1
charliehebdo	552802654641225728	2461887810	2015-01-07 12:23:18+00:00	Charlie Hebdo shooting latest: 12 dead and gunmen still at large http://t.co/6jRqXgPogM http://t.co/hO7lvftma5	1	0.880505562	1
charliehebdo	553501773517033472	16343974	2015-01-09 10:41:21+00:00	There's a tank near the #Paris hostage scene http://t.co/7N7uvClhWY (Pic: Heathcliff O'Malley) http://t.co/EPXhd9k6GF	1	0.880412968	1
charliehebdo	552814494381256704	34262462	2015-01-07 13:10:20+00:00	UPDATE: #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer http://t.co/kLKwMSlo7g	1	0.880412968	1
charliehebdo	552837132491186179	1367531	2015-01-07 14:40:18+00:00	France's top security official confirms that 3 gunmen carried out the attack on #CharlieHebdo http://t.co/gL0vcc2IP5	1	0.880505562	1
